,Symbol,Market,TradingTime,OP,HIP,LOP,CP
0,000008,SZSE,2017-07-03 09:30:00.000,7.27,7.27,7.27,7.27
1,000008,SZSE,2017-07-03 09:35:00.000,7.26,7.28,7.25,7.27
2,000008,SZSE,2017-07-03 09:40:00.000,7.27,7.27,7.23,7.25
3,000008,SZSE,2017-07-03 09:45:00.000,7.24,7.24,7.23,7.24
4,000008,SZSE,2017-07-03 09:50:00.000,7.24,7.24,7.23,7.23
5,000008,SZSE,2017-07-03 09:55:00.000,7.24,7.26,7.23,7.25
6,000008,SZSE,2017-07-03 10:00:00.000,7.26,7.26,7.24,7.24
7,000008,SZSE,2017-07-03 10:05:00.000,7.25,7.25,7.23,7.23
8,000008,SZSE,2017-07-03 10:10:00.000,7.23,7.25,7.23,7.25
9,000008,SZSE,2017-07-03 10:15:00.000,7.25,7.25,7.22,7.23
10,000008,SZSE,2017-07-03 10:20:00.000,7.23,7.24,7.22,7.23
11,000008,SZSE,2017-07-03 10:25:00.000,7.22,7.24,7.22,7.23
12,000008,SZSE,2017-07-03 10:30:00.000,7.22,7.24,7.22,7.24
13,000008,SZSE,2017-07-03 10:35:00.000,7.23,7.24,7.23,7.24
14,000008,SZSE,2017-07-03 10:40:00.000,7.24,7.24,7.23,7.24
15,000008,SZSE,2017-07-03 10:45:00.000,7.24,7.24,7.22,7.22
16,000008,SZSE,2017-07-03 10:50:00.000,7.24,7.24,7.22,7.23
17,000008,SZSE,2017-07-03 10:55:00.000,7.23,7.25,7.22,7.25
18,000008,SZSE,2017-07-03 11:00:00.000,7.24,7.25,7.22,7.23
19,000008,SZSE,2017-07-03 11:05:00.000,7.23,7.23,7.22,7.23
20,000008,SZSE,2017-07-03 11:10:00.000,7.22,7.25,7.22,7.25
21,000008,SZSE,2017-07-03 11:15:00.000,7.25,7.27,7.25,7.26
22,000008,SZSE,2017-07-03 11:20:00.000,7.26,7.26,7.24,7.26
23,000008,SZSE,2017-07-03 11:25:00.000,7.26,7.27,7.25,7.27
24,000008,SZSE,2017-07-03 11:30:00.000,7.27,7.28,7.25,7.27
25,000008,SZSE,2017-07-03 13:05:00.000,7.28,7.28,7.26,7.28
26,000008,SZSE,2017-07-03 13:10:00.000,7.28,7.28,7.26,7.28
27,000008,SZSE,2017-07-03 13:15:00.000,7.28,7.28,7.26,7.28
28,000008,SZSE,2017-07-03 13:20:00.000,7.28,7.28,7.26,7.28
29,000008,SZSE,2017-07-03 13:25:00.000,7.28,7.28,7.25,7.26
30,000008,SZSE,2017-07-03 13:30:00.000,7.26,7.27,7.25,7.27
31,000008,SZSE,2017-07-03 13:35:00.000,7.27,7.28,7.26,7.26
32,000008,SZSE,2017-07-03 13:40:00.000,7.27,7.28,7.25,7.27
33,000008,SZSE,2017-07-03 13:45:00.000,7.27,7.28,7.26,7.27
34,000008,SZSE,2017-07-03 13:50:00.000,7.26,7.27,7.23,7.26
35,000008,SZSE,2017-07-03 13:55:00.000,7.24,7.27,7.24,7.27
36,000008,SZSE,2017-07-03 14:00:00.000,7.26,7.27,7.26,7.27
37,000008,SZSE,2017-07-03 14:05:00.000,7.26,7.28,7.26,7.27
38,000008,SZSE,2017-07-03 14:10:00.000,7.26,7.28,7.24,7.25
39,000008,SZSE,2017-07-03 14:15:00.000,7.27,7.28,7.24,7.25
40,000008,SZSE,2017-07-03 14:20:00.000,7.26,7.27,7.25,7.27
41,000008,SZSE,2017-07-03 14:25:00.000,7.27,7.27,7.24,7.27
42,000008,SZSE,2017-07-03 14:30:00.000,7.25,7.28,7.25,7.26
43,000008,SZSE,2017-07-03 14:35:00.000,7.27,7.28,7.26,7.28
44,000008,SZSE,2017-07-03 14:40:00.000,7.28,7.29,7.26,7.27
45,000008,SZSE,2017-07-03 14:45:00.000,7.28,7.29,7.27,7.28
46,000008,SZSE,2017-07-03 14:50:00.000,7.28,7.29,7.27,7.27
47,000008,SZSE,2017-07-03 14:55:00.000,7.27,7.29,7.27,7.29
48,000008,SZSE,2017-07-03 15:00:00.000,7.28,7.29,7.27,7.28
49,000008,SZSE,2017-07-04 09:30:00.000,7.28,7.28,7.28,7.28
50,000008,SZSE,2017-07-04 09:35:00.000,7.28,7.29,7.25,7.26
51,000008,SZSE,2017-07-04 09:40:00.000,7.26,7.28,7.26,7.27
52,000008,SZSE,2017-07-04 09:45:00.000,7.26,7.28,7.24,7.28
53,000008,SZSE,2017-07-04 09:50:00.000,7.25,7.27,7.23,7.23
54,000008,SZSE,2017-07-04 09:55:00.000,7.23,7.26,7.22,7.24
55,000008,SZSE,2017-07-04 10:00:00.000,7.23,7.25,7.23,7.25
56,000008,SZSE,2017-07-04 10:05:00.000,7.24,7.25,7.23,7.25
57,000008,SZSE,2017-07-04 10:10:00.000,7.25,7.25,7.23,7.24
58,000008,SZSE,2017-07-04 10:15:00.000,7.23,7.25,7.23,7.23
59,000008,SZSE,2017-07-04 10:20:00.000,7.24,7.25,7.23,7.25
60,000008,SZSE,2017-07-04 10:25:00.000,7.24,7.25,7.23,7.24
61,000008,SZSE,2017-07-04 10:30:00.000,7.24,7.25,7.24,7.25
62,000008,SZSE,2017-07-04 10:35:00.000,7.24,7.25,7.24,7.25
63,000008,SZSE,2017-07-04 10:40:00.000,7.25,7.26,7.24,7.25
64,000008,SZSE,2017-07-04 10:45:00.000,7.25,7.26,7.25,7.25
65,000008,SZSE,2017-07-04 10:50:00.000,7.25,7.26,7.24,7.25
66,000008,SZSE,2017-07-04 10:55:00.000,7.25,7.25,7.23,7.23
67,000008,SZSE,2017-07-04 11:00:00.000,7.23,7.26,7.23,7.26
68,000008,SZSE,2017-07-04 11:05:00.000,7.24,7.26,7.24,7.25
69,000008,SZSE,2017-07-04 11:10:00.000,7.25,7.26,7.24,7.24
70,000008,SZSE,2017-07-04 11:15:00.000,7.26,7.26,7.24,7.25
71,000008,SZSE,2017-07-04 11:20:00.000,7.24,7.25,7.24,7.24
72,000008,SZSE,2017-07-04 11:25:00.000,7.25,7.26,7.24,7.25
73,000008,SZSE,2017-07-04 11:30:00.000,7.26,7.26,7.23,7.25
74,000008,SZSE,2017-07-04 13:05:00.000,7.25,7.25,7.23,7.25
75,000008,SZSE,2017-07-04 13:10:00.000,7.25,7.26,7.23,7.25
76,000008,SZSE,2017-07-04 13:15:00.000,7.25,7.25,7.23,7.25
77,000008,SZSE,2017-07-04 13:20:00.000,7.24,7.26,7.23,7.24
78,000008,SZSE,2017-07-04 13:25:00.000,7.25,7.26,7.23,7.25
79,000008,SZSE,2017-07-04 13:30:00.000,7.25,7.25,7.23,7.23
80,000008,SZSE,2017-07-04 13:35:00.000,7.25,7.25,7.23,7.24
81,000008,SZSE,2017-07-04 13:40:00.000,7.23,7.25,7.23,7.25
82,000008,SZSE,2017-07-04 13:45:00.000,7.23,7.25,7.23,7.25
83,000008,SZSE,2017-07-04 13:50:00.000,7.25,7.25,7.23,7.24
84,000008,SZSE,2017-07-04 13:55:00.000,7.23,7.25,7.23,7.25
85,000008,SZSE,2017-07-04 14:00:00.000,7.25,7.25,7.23,7.25
86,000008,SZSE,2017-07-04 14:05:00.000,7.25,7.25,7.24,7.25
87,000008,SZSE,2017-07-04 14:10:00.000,7.24,7.25,7.23,7.23
88,000008,SZSE,2017-07-04 14:15:00.000,7.24,7.25,7.23,7.25
89,000008,SZSE,2017-07-04 14:20:00.000,7.24,7.3,7.24,7.3
90,000008,SZSE,2017-07-04 14:25:00.000,7.3,7.36,7.29,7.33
91,000008,SZSE,2017-07-04 14:30:00.000,7.34,7.35,7.31,7.33
92,000008,SZSE,2017-07-04 14:35:00.000,7.32,7.36,7.32,7.35
93,000008,SZSE,2017-07-04 14:40:00.000,7.35,7.36,7.34,7.34
94,000008,SZSE,2017-07-04 14:45:00.000,7.34,7.35,7.33,7.34
95,000008,SZSE,2017-07-04 14:50:00.000,7.34,7.35,7.33,7.35
96,000008,SZSE,2017-07-04 14:55:00.000,7.35,7.37,7.34,7.36
97,000008,SZSE,2017-07-04 15:00:00.000,7.35,7.36,7.34,7.36
98,000008,SZSE,2017-07-05 09:30:00.000,7.35,7.35,7.35,7.35
99,000008,SZSE,2017-07-05 09:35:00.000,7.35,7.38,7.35,7.35
100,000008,SZSE,2017-07-05 09:40:00.000,7.36,7.36,7.34,7.35
101,000008,SZSE,2017-07-05 09:45:00.000,7.35,7.35,7.32,7.34
102,000008,SZSE,2017-07-05 09:50:00.000,7.32,7.33,7.32,7.33
103,000008,SZSE,2017-07-05 09:55:00.000,7.33,7.33,7.32,7.32
104,000008,SZSE,2017-07-05 10:00:00.000,7.33,7.34,7.31,7.32
105,000008,SZSE,2017-07-05 10:05:00.000,7.32,7.33,7.31,7.32
106,000008,SZSE,2017-07-05 10:10:00.000,7.32,7.32,7.29,7.29
107,000008,SZSE,2017-07-05 10:15:00.000,7.3,7.31,7.29,7.3
108,000008,SZSE,2017-07-05 10:20:00.000,7.31,7.32,7.3,7.31
109,000008,SZSE,2017-07-05 10:25:00.000,7.31,7.32,7.29,7.32
110,000008,SZSE,2017-07-05 10:30:00.000,7.32,7.32,7.3,7.32
111,000008,SZSE,2017-07-05 10:35:00.000,7.3,7.32,7.3,7.32
112,000008,SZSE,2017-07-05 10:40:00.000,7.32,7.33,7.3,7.32
113,000008,SZSE,2017-07-05 10:45:00.000,7.32,7.32,7.31,7.32
114,000008,SZSE,2017-07-05 10:50:00.000,7.33,7.34,7.31,7.33
115,000008,SZSE,2017-07-05 10:55:00.000,7.33,7.34,7.32,7.34
116,000008,SZSE,2017-07-05 11:00:00.000,7.34,7.34,7.3,7.34
117,000008,SZSE,2017-07-05 11:05:00.000,7.33,7.34,7.32,7.32
118,000008,SZSE,2017-07-05 11:10:00.000,7.32,7.34,7.31,7.32
119,000008,SZSE,2017-07-05 11:15:00.000,7.33,7.34,7.32,7.32
120,000008,SZSE,2017-07-05 11:20:00.000,7.32,7.34,7.32,7.32
121,000008,SZSE,2017-07-05 11:25:00.000,7.32,7.34,7.31,7.33
122,000008,SZSE,2017-07-05 11:30:00.000,7.31,7.33,7.31,7.31
123,000008,SZSE,2017-07-05 13:05:00.000,7.34,7.34,7.31,7.33
124,000008,SZSE,2017-07-05 13:10:00.000,7.33,7.34,7.31,7.34
125,000008,SZSE,2017-07-05 13:15:00.000,7.32,7.34,7.31,7.33
126,000008,SZSE,2017-07-05 13:20:00.000,7.33,7.34,7.31,7.32
127,000008,SZSE,2017-07-05 13:25:00.000,7.33,7.34,7.32,7.33
128,000008,SZSE,2017-07-05 13:30:00.000,7.32,7.34,7.32,7.33
129,000008,SZSE,2017-07-05 13:35:00.000,7.34,7.34,7.32,7.33
130,000008,SZSE,2017-07-05 13:40:00.000,7.32,7.34,7.32,7.34
131,000008,SZSE,2017-07-05 13:45:00.000,7.33,7.34,7.32,7.34
132,000008,SZSE,2017-07-05 13:50:00.000,7.34,7.34,7.32,7.33
133,000008,SZSE,2017-07-05 13:55:00.000,7.33,7.34,7.32,7.33
134,000008,SZSE,2017-07-05 14:00:00.000,7.34,7.34,7.32,7.32
135,000008,SZSE,2017-07-05 14:05:00.000,7.33,7.34,7.32,7.34
